"DEAL","TAG","POSITION_SC_DATE_ADJUSTED","FUND_NAME","STRATEGY","SUB_STRATEGY","BOOK_NAME","POSITION_DESC","TICKER","SEDOL","RIC","BB_YELLOW_KEY","ISIN","NOTIONAL_QUANTITY","POSITION_AGE","MARKET_PRICE","AVERAGE_COST","DAILY_PNL","MTD_PNL","YTD_PNL","PNL","DELTA_ADJ_LMV","DELTA_ADJ_SMV","DELTA_ADJ_NMV","BETA_ADJ_NET","GAMMA","VEGA","THETA","CUSTODIAN_ACCT_NUMBER","CUSTODIAN_ACCT_DIS_NAME","ACCRUAL_FEES","ACCRUED_DIVIDENDS","ACCRUED_DIVIDENDS_FEES","ACCRUED_INTEREST","ACCRUED_INTEREST_PBD","ACCRUED_INTEREST_PROCEEDS","ACCRUED_RECEIVABLE","DIRTY_LMV","DIRTY_SMV","DV01_SECONDARY_CCY","DAILY_ACCRUED_INTEREST","DAILY_ACCRUED_DIVIDENDS_WITHHOLDING_TAX","DAILY_ACCRUED_PAID_INTEREST","DAILY_FINANCING","DAILY_PNL_GL_NAV","DAILY_PNL_GL_NAV_FOR_BOOK","DAILY_PNL_HIERARCHICAL_NAV","DAILY_PNL_LE_NAV","DAILY_PNL_SOM_NAV","DAILY_FINANCING_ACCRUED_INTEREST","DAILY_FINANCING_INTEREST","DAILY_FEES","DAILY_REALIZED_PNL","DAILY_REALIZED_TRADING_PNL","DAILY_REBATE","DAILY_REALIZED_ACCRUED_INTEREST","DAILY_PRINCIPAL_AMOUNT","DAILY_PAID_INTEREST","DAILY_PAID_DIVIDENDS_WITHHOLDING_TAX","GL_GAV","GL_GAV_START_OF_DAY","GL_GAV_START_OF_MONTH","GL_GAV_START_OF_QUARTER","GL_GAV_START_OF_SEMI_ANNUAL","GL_GAV_START_OF_WEEK","GL_GAV_START_OF_YEAR","MTD_FINANCING","MTD_DIVIDENDS","DAILY_COMMISSIONS","DAILY_IMPLIED_FEES","DAILY_ST_TRADING_REALIZED","DAILY_PNL_CHANGE","DAILY_OTHER_FIN_INT","DAILY_OTHER_FINANCING","DAILY_NET_INTEREST","DAILY_TRADING_PNL","DAILY_TRADING_ACCRUED_INTEREST","DAILY_TAXES","DAILY_TRADING_PNL_COST_FX","DAILY_TRADING_SETTLEMENT_INTEREST","DAILY_UNDERLYING_CONTRIBUTION","DAILY_UNDERLYING_FX_REALIZED_CONTRIBUTION","DAILY_UNSETTLED_FINANCING_INTEREST","DAILY_UNREALIZED_FEES_AND_COMMISSIONS","DAILY_DIVIDENDS","DAILY_FX_CONTRIBUTION","DAILY_FX_CONTRIBUTION_AT_COST_FX","DAILY_FX_REALIZED_CONTRIBUTION","DAILY_FX_SETTLED_CASH","DAILY_FIN_REST_REALIZED_TRADING_PNL","DAILY_IMPLIED_COMMISSIONS","FINANCING_INTEREST","MTD_ACCRUED_COST_OF_CARRY","MTD_ACCRUED_DELAYED_COMPENSATION","MTD_ACCRUED_DIVIDEND","MTD_ACCRUED_DIVIDENDS_WITHHOLDING_FX_UNREALIZED","MTD_ACCRUED_DIVIDENDS_WITHHOLDING_TAX","MTD_ACCRUED_DIVIDENDS_WITHHOLDING_TAX_NET_OF_FX","MTD_ACCRUED_DIVIDENDS","MTD_ACCRUED_INTEREST","MTD_CARRY_CASH_FLOWS","MTD_COMMISSIONS","MTD_DIVIDEND_FX_UNREALIZED","MTD_DIVIDEND_FEE_FX_REALIZED","MTD_DIVIDEND_FEE_FX_UNREALIZED","MTD_DIVIDEND_WITHHOLDING_TAX","MTD_FX_CONTRIBUTION_AT_COST_FX","MTD_FX_CONTRIBUTION","MTD_FX_REALIZED_CONTRIBUTION","MTD_FX_SETTLED_CASH","MTD_FEES","MTD_FIN_CFD_ONLY","MTD_FIN_NON_NULL","MTD_FIN_ACCRUED_INTEREST","MTD_FIN_RESET_NET_PAYMENT","MTD_FINANCING_INTEREST","MTD_FINANCING_RESET_REALIZED_TRADING_PNL","MTD_FINANCING_AND_INTEREST","MTD_GROSS_TRADING","MTD_GROSS_TRADING_AND_FX_CONTRIBUTION","MTD_IMPLIED_COMMISSIONS","MTD_IMPLIED_FEES","MTD_LT_TRADING_REALIZED","MTD_OTHER_FINANCING","MTD_NET_INTEREST","MTD_OTHER_FIN_ACCRUED_INTEREST","MTD_OTHER_FIN_INTEREST","MTD_OTHER_PNL","MTD_PNL_CHANGE","MTD_PNL_LESS_FX_CONTRIBUTION","MTD_PAID_COST_OF_CARRY","MTD_PAID_DELAYED_COMPENSATION","MTD_PAID_DIVIDEND_FX_REALIZED","MTD_REALIZED_TAXES","MTD_REALIZED_TRADING_PNL","MTD_REALIZED_TRADING_PL","MTD_PRINCIPAL_AMOUNT","MTD_PAID_DIVIDENDS_FEES","MTD_PAID_DIVIDENDS_WITHHOLDING_TAX","YTD_UNSETTLED_FIN_INTEREST","YTD_UNREALIZED_FEES_AND_COMMISSIONS","YTD_TRADING_PNL_AT_COST_FX","YTD_TRADING_PNL","YTD_TOTAL_INTEREST","YTD_TRS_FX_UNREALIZED_ADJUSTMENT","YTD_SETTLEMENT_ACCRUED_INTEREST","YTD_ST_TRADING_REALIZED","YTD_REBATE","YTD_REALIZED_TRADING_PNL","YTD_REALIZED_TAXES","YTD_REALIZED_PNL","YTD_REALIZED_FEES","YTD_REALIZED_COMMISSIONS","YTD_REALIZED_ACCRUED_INTEREST","YTD_PRINCIPAL_AMOUNT","YTD_PAID_DIVIDENDS_WITHHOLDING_TAX","YTD_PAID_DIVIDENDS_FEES","YTD_PAID_DIVIDENDS","YTD_PAID_DELAYED_COMPENSATION","YTD_PAID_COST_OF_CARRY","YTD_PAID_LESS_FX_CONTRIBUTION","YTD_PNL_CHANGE","YTD_OTHER_PAID_DIVIDENDS","YTD_OTHER_INTEREST","YTD_OTHER_FINANCING_INTEREST","YTD_OTHER_FINANCING_ACCRUED_INTEREST","YTD_OTHER_FINANCING","YTD_OTHER_EXPENSES","YTD_OTHER_ACCRUED_INTEREST","YTD_OTHER_ACCRUED_DIVIDENDS_WITHHOLDING_TAX","YTD_OTHER_ACCRUED_DIVIDENDS","YTD_NET_INTEREST","YTD_LT_TRADING_REALIZED","YTD_IMPLIED_FEES","YTD_IMPLIED_COMMISSION","YTD_GROSS_TRADING_UNREALIZED","PNL_GL_NAV","PNL_GL_PNL","PNL_GL_PNL_GL_NAV","PNL_ADJUSTMENT_FX_REALIZED_CONTRIBUTION","PNL_ADJUSTMENT_FX_UNREALIZED_CONTRIBUTION","PNL_EIGHT_WEEK_AGO","PNL_FOUR_WEEK_AGO","PNL_PBD","PNL_REALIZED_ADJUSTMENT","PNL_SOM","PNL_SOQ","PNL_SOSA","PNL_SOW","PNL_SOY","PNL_SIX_WEEK_AGO","PNL_TWELVE_WEEK_AGO","PNL_TWO_WEEK_AGO","PNL_UNREALIZED_ADJUSTMENT","PNL_WEEK_AGO","PTD_PNL","MTD_DIVIDEND_FEE","MTD_GROSS_TRADING_REALIZED","MTD_PAID_DIVIDENDS_FEE_FX_REALIZED","MTD_PAID_DIVIDENDS_FEE_NET_OF_FX","MTD_PAID_DIVIDENDS_WITHHOLDING_FX_REALIZED","MTD_PAID_DIVIDENDS_WITHHOLDING_NET_OF_FX","MTD_PAID_DIVIDENDS","MTD_REALIZED_COMMISSIONS","MTD_REALIZED_FEES","MTD_REALIZED_PNL","MTD_REBATE","MTD_ST_TRADING_REALIZED","MTD_SETTLEMENT_ACCRUED_INTEREST","MTD_TAXES","MTD_TOTAL_REALIZED_TRADING_FX","MTD_TOTAL_UNREALIZED_TRADING_FX","MTD_TRADING_PNL","MTD_TRADING_PNL_AT_COST_FX","MTD_UNREALIZED_FEES_AND_COMMISSIONS","YTD_FINANCING","YTD_FINANCING_ACCRUED_INTEREST","YTD_FINANCING_INTEREST","YTD_FINANCING_RESET_REALIZED_TRADING_PNL","YTD_GROSS_TRADING","YTD_GROSS_TRADING_REALIZED","YTD_TAXES"
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","AKR_Registered Block","Unsettled Cash - USD","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Operating ","Cash","Cash","Due from Affiliates","","","","","","250000","0","1","1","0","0","0","0","250000","0","250000","0","","","","Non-Trading","Non-Trading","","","","0","0","","0","250000","0","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","0","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","VTLE_Marketed FO","Settled Cash - USD","","","","","","5632.61","0","1","1","0","0","0","0","5632.61","0","5632.61","0","","","","038CAPGD9","MS PB ECM","","","","0","0","","0","5632.61","0","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","0","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","SDHC_IPO","Settled Cash - USD","","","","","","5749.62","0","1","1","0","0","0","0","5749.62","0","5749.62","0","","","","038CAO9K4","MS PB","","","","0","0","","0","5749.62","0","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","0","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","VTMX_Marketed FO","Unsettled Cash - USD","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Follow-On","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","PRME_Overnight FO","PRIME MEDICINE ORD","PRME","BPBJFM7","PRME.O","PRME US Equity","US74168J1016","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","MYGN_Overnight FO","Unsettled Cash - USD","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Block","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","BATRK_Registered Block","ATLANTA BRAVES HOLDINGS SRS C ORD","BATRK","BRF2GD4","BATRK.O","BATRK US Equity","US0477263026","0","0","","0","0","0","0","4693.48","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4693.48","4693.48","4693.48","0","4693.48","4693.48","4693.48","4693.48","4693.48","4693.48","4693.48","4693.48","0","4693.48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Tactical Trades","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","CRBG US 04/19/24 P25","","","CRBGP192402500.U","CRBG US 04/19/24 P25 Equity","","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Tactical Trades","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","IWM Mar4 209.0 P","","","IWMO152420900.U","IWM US 03/15/24 P209 Equity","","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","NIO_Marketed FO_Debt","Unsettled Cash - USD","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","038CAPGD9","MS PB ECM","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","GEHC_Overnight FO","Unsettled Cash - USD","","","","","","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Tactical Trades","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","SPY US 03/01/24 P488","","","SPYO012448800.U^C24","SPY US 03/01/24 P488 Equity","","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Block","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","IAS_Registered Block","INTEGRAL AD SCIENCE HOLDING ORD","IAS","BP7L3L2","IAS.O","IAS US Equity","US45828L1089","10833","0","14.55","14.74","-2132.15","40007.87","40007.87","52854.95","157620.15","0","157620.15","280674.77","0","0","0","038CAO9K4","MS PB","0","0","0","0","0","","21.25","157641.4","0","","0","0","","","0","0.96","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","21.25","0","-54.16","0","0","-2077.99","0","0","0","-2077.99","0","0","-2077.99","0","0","0","0","-54.16","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","411169.19","-623.88","0","0","0","0","0","0","0","","-10.03","0","21.25","21.25","0","0","0","21.25","39986.62","39986.62","0","0","0","0","0","0","0","21.25","40620.53","40007.87","0","0","0","0","46818.54","46818.54","0","0","0","0","592.66","40620.53","40620.53","0","0","0","46818.54","0","46818.54","0","45591.97","-10.03","-1216.54","0","0","0","0","0","0","0","40007.87","40620.53","0","0","0","0","0","0","0","0","0","0","0","0","0","-5605.35","0","0","0","0","0","-2086.16","19501.54","54987.1","0","12847.07","12847.07","12847.07","54982.24","12847.07","34808.44","-54.16","33123.16","0","55003.29","40007.87","0","45591.97","0","0","0","0","0","-1216.54","-10.03","45591.97","0","46818.54","0","0","45591.97","-5605.35","40620.53","40620.53","592.66","21.25","21.25","0","0","39986.62","45591.97","0"
"ECM","Follow-On","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","HRTG_Overnight FO","HERITAGE INSURANCE HOLDINGS ORD","HRTG","BMN9870","HRTG.K","HRTG US Equity","US42727J1025","21200","47","6.02","6.52","-2332","-11169.33","-11169.33","-20307.25","127624","0","127624","-7144.57","0","0","0","038CAO9K4","MS PB","0","0","0","0","0","","0","127624","0","","0","0","","","0","0.18","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","-2332","0","0","0","-2332","0","0","-2332","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","144535.44","-96.9","0","0","0","0","0","0","0","","-1.4","0","0","0","0","0","0","0","-11169.33","-11169.33","0","0","0","0","0","0","0","0","-11071.03","-11169.33","0","0","0","0","-8504.25","-8504.25","0","0","0","0","-25.31","-11071.03","-11071.03","0","0","0","-8504.25","0","-8504.25","0","-8577.23","-1.4","-71.58","0","0","0","0","0","0","0","-11169.33","-11071.03","0","0","0","0","0","0","0","0","0","0","0","0","0","-2592.1","0","0","0","0","0","-55.46","-14447.23","-17975.25","0","-9137.92","-9137.92","-9137.92","-16811.16","-9137.92","-7667.63","-55.46","-15140.36","0","-16079.63","-11169.33","0","-8577.23","0","0","0","0","0","-71.58","-1.4","-8577.23","0","-8504.25","0","0","-8577.23","-2592.1","-11071.03","-11071.03","-25.31","","0","0","0","-11169.33","-8577.23","0"
"ECM","Follow-On","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","VKTX_Marketed FO","VIKING THERAPEUTICS ORD","VKTX","BQQG1V1","VKTX.O","VKTX US Equity","US92686J1060","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Follow-On","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","PRGS_Marketed FO_Convert","PRGS 3 1/2 03/01/30","","BK7ZWG7","","PRGS 3.5 03/01/30 CORP","US743312AC46","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","OWL_Unregistered Block","Unsettled Cash - USD","","","","","","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
