"DEAL","TAG","POSITION_SC_DATE_ADJUSTED","FUND_NAME","STRATEGY","SUB_STRATEGY","BOOK_NAME","POSITION_DESC","TICKER","SEDOL","RIC","BB_YELLOW_KEY","ISIN","NOTIONAL_QUANTITY","POSITION_AGE","MARKET_PRICE","AVERAGE_COST","DAILY_PNL","MTD_PNL","YTD_PNL","PNL","DELTA_ADJ_LMV","DELTA_ADJ_SMV","DELTA_ADJ_NMV","BETA_ADJ_NET","GAMMA","VEGA","THETA","CUSTODIAN_ACCT_NUMBER","CUSTODIAN_ACCT_DIS_NAME","ACCRUAL_FEES","ACCRUED_DIVIDENDS","ACCRUED_DIVIDENDS_FEES","ACCRUED_INTEREST","ACCRUED_INTEREST_PBD","ACCRUED_INTEREST_PROCEEDS","ACCRUED_RECEIVABLE","DIRTY_LMV","DIRTY_SMV","DV01_SECONDARY_CCY","DAILY_ACCRUED_INTEREST","DAILY_ACCRUED_DIVIDENDS_WITHHOLDING_TAX","DAILY_ACCRUED_PAID_INTEREST","DAILY_FINANCING","DAILY_PNL_GL_NAV","DAILY_PNL_GL_NAV_FOR_BOOK","DAILY_PNL_HIERARCHICAL_NAV","DAILY_PNL_LE_NAV","DAILY_PNL_SOM_NAV","DAILY_FINANCING_ACCRUED_INTEREST","DAILY_FINANCING_INTEREST","DAILY_FEES","DAILY_REALIZED_PNL","DAILY_REALIZED_TRADING_PNL","DAILY_REBATE","DAILY_REALIZED_ACCRUED_INTEREST","DAILY_PRINCIPAL_AMOUNT","DAILY_PAID_INTEREST","DAILY_PAID_DIVIDENDS_WITHHOLDING_TAX","GL_GAV","GL_GAV_START_OF_DAY","GL_GAV_START_OF_MONTH","GL_GAV_START_OF_QUARTER","GL_GAV_START_OF_SEMI_ANNUAL","GL_GAV_START_OF_WEEK","GL_GAV_START_OF_YEAR","MTD_FINANCING","MTD_DIVIDENDS","DAILY_COMMISSIONS","DAILY_IMPLIED_FEES","DAILY_ST_TRADING_REALIZED","DAILY_PNL_CHANGE","DAILY_OTHER_FIN_INT","DAILY_OTHER_FINANCING","DAILY_NET_INTEREST","DAILY_TRADING_PNL","DAILY_TRADING_ACCRUED_INTEREST","DAILY_TAXES","DAILY_TRADING_PNL_COST_FX","DAILY_TRADING_SETTLEMENT_INTEREST","DAILY_UNDERLYING_CONTRIBUTION","DAILY_UNDERLYING_FX_REALIZED_CONTRIBUTION","DAILY_UNSETTLED_FINANCING_INTEREST","DAILY_UNREALIZED_FEES_AND_COMMISSIONS","DAILY_DIVIDENDS","DAILY_FX_CONTRIBUTION","DAILY_FX_CONTRIBUTION_AT_COST_FX","DAILY_FX_REALIZED_CONTRIBUTION","DAILY_FX_SETTLED_CASH","DAILY_FIN_REST_REALIZED_TRADING_PNL","DAILY_IMPLIED_COMMISSIONS","FINANCING_INTEREST","MTD_ACCRUED_COST_OF_CARRY","MTD_ACCRUED_DELAYED_COMPENSATION","MTD_ACCRUED_DIVIDEND","MTD_ACCRUED_DIVIDENDS_WITHHOLDING_FX_UNREALIZED","MTD_ACCRUED_DIVIDENDS_WITHHOLDING_TAX","MTD_ACCRUED_DIVIDENDS_WITHHOLDING_TAX_NET_OF_FX","MTD_ACCRUED_DIVIDENDS","MTD_ACCRUED_INTEREST","MTD_CARRY_CASH_FLOWS","MTD_COMMISSIONS","MTD_DIVIDEND_FX_UNREALIZED","MTD_DIVIDEND_FEE_FX_REALIZED","MTD_DIVIDEND_FEE_FX_UNREALIZED","MTD_DIVIDEND_WITHHOLDING_TAX","MTD_FX_CONTRIBUTION_AT_COST_FX","MTD_FX_CONTRIBUTION","MTD_FX_REALIZED_CONTRIBUTION","MTD_FX_SETTLED_CASH","MTD_FEES","MTD_FIN_CFD_ONLY","MTD_FIN_NON_NULL","MTD_FIN_ACCRUED_INTEREST","MTD_FIN_RESET_NET_PAYMENT","MTD_FINANCING_INTEREST","MTD_FINANCING_RESET_REALIZED_TRADING_PNL","MTD_FINANCING_AND_INTEREST","MTD_GROSS_TRADING","MTD_GROSS_TRADING_AND_FX_CONTRIBUTION","MTD_IMPLIED_COMMISSIONS","MTD_IMPLIED_FEES","MTD_LT_TRADING_REALIZED","MTD_OTHER_FINANCING","MTD_NET_INTEREST","MTD_OTHER_FIN_ACCRUED_INTEREST","MTD_OTHER_FIN_INTEREST","MTD_OTHER_PNL","MTD_PNL_CHANGE","MTD_PNL_LESS_FX_CONTRIBUTION","MTD_PAID_COST_OF_CARRY","MTD_PAID_DELAYED_COMPENSATION","MTD_PAID_DIVIDEND_FX_REALIZED","MTD_REALIZED_TAXES","MTD_REALIZED_TRADING_PNL","MTD_REALIZED_TRADING_PL","MTD_PRINCIPAL_AMOUNT","MTD_PAID_DIVIDENDS_FEES","MTD_PAID_DIVIDENDS_WITHHOLDING_TAX","YTD_UNSETTLED_FIN_INTEREST","YTD_UNREALIZED_FEES_AND_COMMISSIONS","YTD_TRADING_PNL_AT_COST_FX","YTD_TRADING_PNL","YTD_TOTAL_INTEREST","YTD_TRS_FX_UNREALIZED_ADJUSTMENT","YTD_SETTLEMENT_ACCRUED_INTEREST","YTD_ST_TRADING_REALIZED","YTD_REBATE","YTD_REALIZED_TRADING_PNL","YTD_REALIZED_TAXES","YTD_REALIZED_PNL","YTD_REALIZED_FEES","YTD_REALIZED_COMMISSIONS","YTD_REALIZED_ACCRUED_INTEREST","YTD_PRINCIPAL_AMOUNT","YTD_PAID_DIVIDENDS_WITHHOLDING_TAX","YTD_PAID_DIVIDENDS_FEES","YTD_PAID_DIVIDENDS","YTD_PAID_DELAYED_COMPENSATION","YTD_PAID_COST_OF_CARRY","YTD_PAID_LESS_FX_CONTRIBUTION","YTD_PNL_CHANGE","YTD_OTHER_PAID_DIVIDENDS","YTD_OTHER_INTEREST","YTD_OTHER_FINANCING_INTEREST","YTD_OTHER_FINANCING_ACCRUED_INTEREST","YTD_OTHER_FINANCING","YTD_OTHER_EXPENSES","YTD_OTHER_ACCRUED_INTEREST","YTD_OTHER_ACCRUED_DIVIDENDS_WITHHOLDING_TAX","YTD_OTHER_ACCRUED_DIVIDENDS","YTD_NET_INTEREST","YTD_LT_TRADING_REALIZED","YTD_IMPLIED_FEES","YTD_IMPLIED_COMMISSION","YTD_GROSS_TRADING_UNREALIZED","PNL_GL_NAV","PNL_GL_PNL","PNL_GL_PNL_GL_NAV","PNL_ADJUSTMENT_FX_REALIZED_CONTRIBUTION","PNL_ADJUSTMENT_FX_UNREALIZED_CONTRIBUTION","PNL_EIGHT_WEEK_AGO","PNL_FOUR_WEEK_AGO","PNL_PBD","PNL_REALIZED_ADJUSTMENT","PNL_SOM","PNL_SOQ","PNL_SOSA","PNL_SOW","PNL_SOY","PNL_SIX_WEEK_AGO","PNL_TWELVE_WEEK_AGO","PNL_TWO_WEEK_AGO","PNL_UNREALIZED_ADJUSTMENT","PNL_WEEK_AGO","PTD_PNL","MTD_DIVIDEND_FEE","MTD_GROSS_TRADING_REALIZED","MTD_PAID_DIVIDENDS_FEE_FX_REALIZED","MTD_PAID_DIVIDENDS_FEE_NET_OF_FX","MTD_PAID_DIVIDENDS_WITHHOLDING_FX_REALIZED","MTD_PAID_DIVIDENDS_WITHHOLDING_NET_OF_FX","MTD_PAID_DIVIDENDS","MTD_REALIZED_COMMISSIONS","MTD_REALIZED_FEES","MTD_REALIZED_PNL","MTD_REBATE","MTD_ST_TRADING_REALIZED","MTD_SETTLEMENT_ACCRUED_INTEREST","MTD_TAXES","MTD_TOTAL_REALIZED_TRADING_FX","MTD_TOTAL_UNREALIZED_TRADING_FX","MTD_TRADING_PNL","MTD_TRADING_PNL_AT_COST_FX","MTD_UNREALIZED_FEES_AND_COMMISSIONS","YTD_FINANCING","YTD_FINANCING_ACCRUED_INTEREST","YTD_FINANCING_INTEREST","YTD_FINANCING_RESET_REALIZED_TRADING_PNL","YTD_GROSS_TRADING","YTD_GROSS_TRADING_REALIZED","YTD_TAXES"
"ECM","Block","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","CNM_Registered Block","CORE AND MAIN CL A ORD","CNM","BNXKS92","CNM","CNM US Equity","US21874C1027","0","0","","0","0","0","0","-36315.28","0","0","","","","","","038CAPGD9","MS PB ECM","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-36315.28","-36315.28","-36315.28","0","-36315.28","-36315.28","-36315.28","-36315.28","-36315.28","-36315.28","-36315.28","-36315.28","0","-36315.28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Follow-On","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","WGO_Marketed FO_Convert","WGO 3 1/4 01/15/30","","BRBK4D8","","WGO 3.25 01/15/30 CORP","US974637AE01","181000","12","1.03","1","90.5","4746.22","4746.22","4746.22","78208.29","0","78208.29","117702.02","640.34","1104.94","16.6","038CAO9K4","MS PB","0","0","0","130.72","130.72","","130.72","185746.22","0","","0","0","","","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","90.5","0","0","0","90.5","0","0","90.5","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","130.72","-181000","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","130.72","4615.5","4615.5","0","0","0","0","0","0","0","130.72","4615.5","4746.22","0","0","0","0","0","0","0","0","0","0","0","4615.5","4615.5","130.72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4746.22","4615.5","0","0","0","0","0","0","0","0","0","0","0","0","0","4615.5","0","0","0","0","0","0","0","4655.72","0","0","0","0","4590.36","0","0","0","0","0","5462.68","4746.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4615.5","4615.5","4615.5","0","","0","0","0","4615.5","0","0"
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","R3NK GY_IPO","Settled Cash - USD","","","","","","0","0","","0","0","0","0","0","0","0","","","","","","06178VY32","MS Swap","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Block","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","ALGM_Unregistered Block","INTC US 03/15/24 C46.5","","","INTCC152404650.U","INTC US 03/15/24 C46.5 Equity","","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","CART_IPO","Unsettled Cash - USD","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB - HOT","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Tactical Trades","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","AAPL US 02/16/24 C195","","","AAPLB162419500.U^B24^2024022500","AAPL US 02/16/24 C195 Equity","","0","0","","0","-18775.58","-52499.07","-52499.07","-52499.07","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0.05","0","0","0","0","0","-10.14","-52499.07","-50313.23","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","-1083","0","-50313.23","-17682.44","0","0","0","-17682.44","0","0","-17682.44","0","0","0","0","1092.69","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","-2185.84","-2166","0","0","0","0","0","0","0","","-19.84","0","0","0","0","0","0","0","-52499.07","-52499.07","0","0","0","0","0","0","0","0","-50313.23","-52499.07","0","0","0","0","-50313.23","-50313.23","0","0","0","0","0","-50313.23","-50313.23","0","","0","-50313.23","0","-50313.23","0","-52499.07","-19.84","-2166","0","0","0","0","0","0","0","-52499.07","-50313.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-33723.48","0","0","0","0","22231.52","0","0","0","0","0","61941.52","-52499.07","0","-52499.07","0","0","0","0","0","-2166","-19.84","-52499.07","0","-50313.23","0","0","-52499.07","0","-50313.23","-50313.23","0","","0","0","0","-52499.07","-52499.07","0"
"ECM","Tactical Trades","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","IWM US 03/01/24 P196","","","IWMO012419600.U^C24","IWM US 03/01/24 P196 Equity","","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Financing","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Financing","Financing","FIRST AMRCN GVRNMNT OBLGTNS CL X MMF","FGXXX","BMBR4D4","FGXXX.O","FGXXX","US31846V3362","0","0","","0","0","0","0","0","0","0","0","","","","","214847000","USB-Escrow","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","BARC_Registered Block","Settled Cash - USD","","","","","","-17974.69","0","1","1","0","0","0","0","0","-17974.69","-17974.69","0","","","","038CAO9K4","MS PB","","","","0","0","","0","0","-17974.69","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","0","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Block","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","COR_Unregistered Block","COR US 03/15/24 C240","","","CORC152424000.U","COR US 03/15/24 C240 Equity","","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","KYTX_IPO","Unsettled Cash - USD","","","","","","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","TBBB_IPO","Settled Cash - USD","","","","","","0","0","","0","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Tactical Trades","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","IWM US 10/27/23 P170","","","IWMV272317000.U^J23^2023110500","IWM US 10/27/23 P170 Equity","","0","0","","0","0","0","0","103383.07","0","0","","","","","","038CAPGD9","MS PB ECM","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103383.07","103383.07","103383.07","0","103383.07","103383.07","103383.07","103383.07","103383.07","103383.07","103383.07","103383.07","0","103383.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Financing","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Financing","Financing","MS INST LIQ GOVT CL INST MMF","MVRXX","B02NMV1","MVRXX.O","MVRXX US Equity","US61747C7074","21625589.91","132","1","1","97099.89","97099.89","97099.89","601890.57","0","0","0","0","0","0","0","038CAO9K4","MS PB","0","0","0","0","0","","0","21625589.91","0","","0","0","","","0","0.19","0","0","0","0","0","0","97099.89","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","97099.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97099.89","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","424037.48","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97099.89","0","97099.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97099.89","0","0","0","0","0","0","0","0","0","97099.89","0","97099.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","342690.6","504790.68","504790.68","0","504790.68","504790.68","504790.68","504790.68","504790.68","342690.6","175279.72","504790.68","0","504790.68","97099.89","0","0","0","0","0","0","0","0","0","97099.89","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Tactical Trades","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","SPY US 11/17/23 P444","","","SPYW172344400.U^K23^2023112600","SPY US 11/17/23 P444 Equity","","0","0","","0","0","0","0","-1860.78","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1860.78","-1860.78","-1860.78","0","-1860.78","-1860.78","-1860.78","-1860.78","-1860.78","-1860.78","0","-1860.78","0","-1860.78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Desk Block","VVV_Desk Block","Unsettled Cash - USD","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","038CAO9K4","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Operating ","Cash","Expenses","Market Data Inv Payable","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","Non-Trading","Non-Trading","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Tactical Trades","1/31/24","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","IWM US 11/03/23 P160","","","IWMW032316000.U^K23^2023111200","IWM US 11/03/23 P160 Equity","","0","0","","0","0","0","0","-28403.85","0","0","","","","","","038CAO9K4","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233790.85","89573074.94","89610843.15","89610843.15","89610843.15","89430972.32","89610843.15","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-28403.85","-28403.85","-28403.85","0","-28403.85","-28403.85","-28403.85","-28403.85","-28403.85","-28403.85","-28403.85","-28403.85","0","-28403.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
