"TRADE_ID","TRADE_CANCELED","FUND_NAME","CUSTODIAN_ACCT_DIS_NAME","BOOK_NAME","TRADE_DESC","BB_YELLOW_KEY","TRADE_DATE","SETTLE_DATE","TXN_TYPE","NOTIONAL_QUANTITY","TRADE_PRICE","NOTIONAL_NET_PROCEEDS","COUNTERPARTY","EXTERNAL_REFERENCE","GROSS_COMMISSION","FEES","COMMISSION_PER_SHARE","TRADE_MODIFY_DATE","ABSOLUTE_TRADING_NOTIONAL_NET_PROCEEDS","END_BROKER_COMMISSIONS","FCM_CLEARING_MARKUP","FEES_AND_COMMISSIONS","GROSS_COMMISSIONS","GROSS_FEES","GROSS_TAXES","IMPLIED_COMMISSIONS","IMPLIED_FEES","IMPLIED_TAXES","INITIAL_MARGIN","NSA_FEE","NET_COMMISSIONS","NET_GST","NET_TRADE_PRICE","PIT_FEES","TRADE_EXCHANGE_FEES","TRADING_NET_PROCEEDS","TRADING_NOTIONAL_NET_PROCEEDS","TRANSFER_ACCRUED_DIVIDENDS","TRANSFER_ACCRUED_DIVIDENDS_WITHHOLDING_TAX","TRANSFER_ACCRUED_INTEREST","TRANSFER_FX_REALIZED","TRANSFER_FEES_AND_COMMISSIONS","TRANSFER_FINANCING_ACCRUED_INTEREST","TRANSFER_FINANCING_INTEREST","TRANSFER_INTEREST","TRANSFER_PAID_DIVIDENDS","TRANSFER_PAID_DIVIDENDS_WITHHOLDING_TAX","TRANSFER_TRADING_REALIZED","ACCRUED_INTEREST","ACCRUED_INTEREST_OVERRIDE","ACCRUED_INTEREST_WH_TAX","ACCRUED_SETTLE_TO_BASE_CCY_FX_RATE","ACCRUED_TRADE_TO_BASE_CCY_FX_RATE","ACCRUED_TRADE_TO_SETTLE_CCY_FX_RATE","ADJUSTED_PARENT_TRADE_ID","BORROW_AGREEMENT_CURRENCY","BORROW_AGREEMENT_DESCRIPTION","BORROW_AGREEMENT_ID","ALLOCATED_TRADES_ACCOUNT_ID","ALLOCATED_TRADES_ACCOUNTS","ALLOCATED_TRADES_BOOK_ID","ALLOCATED_TRADES_BOOK","ALLOCATED_TRADES_CUSTODIAN","ALLOCATED_TRADES_CUSTODIAN_ID","ALLOCATED_TRADES_CUSTODIAN_SHORT_NAME","ALLOCATED_TRADES_FUND_ID","ALLOCATED_TRADES_SET_OF_CUSTODIAN_ID","ALLOCATED_TRADES_SET_OF_CUSTODIAN","ALLOCATION_INSTRUCTIONS","ALLOCATION_OPTIMIZATION","AMENDED_TRADE","ALLOCATED_TRADE","ALLOCATED_TRADES","ARCHIVE_DATE","ALLOCATED_TRADE_COUNT","ALLOCATED_TRADE_ALL_HAVE_FINANCING","ALLOCATED_TRADE_ALL_HAVE_BORROW","ADJUSTED_PRICE","ADJUSTED_ACTIVITY","BULK_OR_ALLOCATED","CLEARING_COMMISSION_RATE","CLEARING_COMMISSION_TYPE","COMMISSION_RATE","COMMISSION_TYPE","COMMISSION_AUTO_CALC","COMMISSIONS","COUNTERPARTY_ACCOUNT_NAME","COUNTERPARTY_ACCOUNT_NUMBER","COUNTERPARTY_AGENT_BIC_CODE","COUNTERPARTY_AGENT_DSS_CODE","COUNTERPARTY_AGENT_NAME","COUNTERPARTY_AGENT_SETTLEMENT_COUNTRY","COUNTERPARTY_BIC_CODE","COUNTERPARTY_COMMISSION_MAX_LIMIT","COUNTERPARTY_COMMISSION_MIN_LIMIT","COUNTERPARTY_CONTACT_NAME","COUNTERPARTY_CONTACT_ID","COUNTERPARTY_CONTACT_NAMES","COUNTERPARTY_COUNTRY_CODE","COUNTERPARTY_COUNTRY_NAME","EXECUTION_BROKER_SHORT_NAME","EXECUTION_COMMISSION","EXECUTION_COMMISSION_RATE","EXECUTION_COMMISSION_TYPE","EXERCISE_RATE","FAR_FIXING_DATE","FAR_FIXING_RATE","FAR_FX_RATE","FAR_COUNTER_CURRENCY","FAR_BASE_QUANTITY","UP_FRONT_FEE","FAIR_MARKET_VALUE","TRADING_NOTIONAL_PROCEEDS","TRADER","TRADE_TRS_START_DATE_OVERRIDE","TRADE_TRS_SPREAD_DATE_OVERRIDE_EFFECTIVE_RATE","TRADE_TRS_SPREAD_DATE_OVERRIDE_EFFECTIVE_DATE","TRADE_TRS_PAYMENT_RESET_RATE_METHOD_OVERRIDE","TRADE_TRS_PAYMENT_RESET_FREQUENCY_OVERRIDE","TRADE_TRS_PAYMENT_LEG_PAYMENT_FREQUENCY_OVERRIDE","TRADE_TRS_PAYMENT_ACCRUAL_METHOD_OVERRIDE","TRADE_TRS_FLOATING_RATE_LOOKBACK_DAYS_OVERRIDE","TRADE_TRS_FLOATING_RATE_INDEX_ID_OVERRIDE","TRADE_TRS_END_DATE_OVERRIDE","TRADE_FEE","TRADE_CURRENCY","TRADE_CREATE_DATE","TAXES","TRANSACTION_TYPE_SHORT","TRANSACTION_TYPE","TRADING_PROCEEDS","TRADING_TYPE","TRADING_TIME","TRS_RETURN_LEG_FIRST_RESET_DATE_AFTER_TRADE_DATE","TRS_PAY_LEG_FIRST_RESET_DATE_AFTER_TRADE_DATE","TRS_PAY_LEG_FIRST_PAYMENT_DATE_AFTER_TRADE_DATE","TRS_MATURITY_DATE_FOR_TRADE","TRS_CURRENT_RESET_SPREAD","T_3_BUSINESS_DAYS","SOFT_DOLLAR_COMMISSION","SIZE","SINKING_FACTOR_AS_OF_SETTLE_DATE","SETTLEMENT_DAYS","SEC_FEES","TRADE_SETTLEMENT_DAYS","TRS_LAST_CASH_DIVIDEND_TAX_RATE","TRS_LAST_CASH_DIVIDEND_TYPE","TRS_LAST_FX_RATE","TRS_LAST_FX_RATE_EFFECTIVE_DATE","TRS_LAST_FX_RATE_TERMINATION_DATE","TRS_LONG_SHORT","TRS_MERGE_TRS_AND_SECURITY_MASTER_CASH_DIVIDENDS","TRS_NOTIONAL_CURRENCY","TRS_NOTIONAL_CURRENCY_ID","TRS_NOTIONAL_CURRENCY_TYPE"
"535445859","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","Portfolio Hedge_Tactical","COUPANG CL A ORD","CPNG US Equity","1/31/24","2/2/24","Buy","1445","13.93","-20128.85","Virtu Equity Algo","","-7.22","","-0.01","1/31/24 10:05:46 AM EST","20129","","","-7.22","-7.22","","","","","","0.00","","-7.22","","13.93","","","-20128.85","-20128.85","","","","","","","","","","","","","","","1","1","1","535445858","","","","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","13.925","1445","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-7.225","-0.5","Commission (Cents Per Share)","","","","","","","","20121.62","-20121.62","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:05:16 AM EST","","B","Buy","-20121.62","Regular Trade","","","","","","","3/13/24","0","1445","","0","","","","","","","","","","","",""
"535445860","FALSE","Alternative Fund Gamma Holdings II LP","MS PB","Portfolio Hedge_Tactical","COUPANG CL A ORD","CPNG US Equity","1/31/24","2/2/24","Buy","555","13.93","-7731.15","Virtu Equity Algo","","-2.77","","-0.01","1/31/24 10:05:46 AM EST","7731","","","-2.77","-2.77","","","","","","0.00","","-2.77","","13.93","","","-7731.15","-7731.15","","","","","","","","","","","","","","","1","1","1","535445858","","","","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","13.925","555","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-2.775","-0.5","Commission (Cents Per Share)","","","","","","","","7728.38","-7728.38","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:05:16 AM EST","","B","Buy","-7728.38","Regular Trade","","","","","","","3/13/24","0","555","","0","","","","","","","","","","","",""
"535450384","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","Portfolio Hedge_Tactical","AAPL US 02/16/24 C195","AAPL US 02/16/24 C195 Equity","1/31/24","2/1/24","Sell","-36","1.40","4929.54","GS Options DMA","","-108.00","-1.02","-3.00","1/31/24 10:13:52 AM EST","4930","","","-109.02","-108.00","-1.02","","","","","0.00","","-108.00","","1.37","","","4929.54","4929.54","","","","","","","","","","","","","","","1","1","1","535450383","","","","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","1.3996","3600","Allocated","","","-3","Commission (Per Share)","CommissionAutoCalc","3","","","","","","","","","","","","","Unknown","Unknown","","-108","-3","Commission (Per Share)","","","","","","","","702000","5038.56","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:13:42 AM EST","","S","Sell","5038.56","Regular Trade","","","","","","","3/13/24","0","36","","0","-0.05","","","","","","","","","","",""
"535450385","FALSE","Alternative Fund Gamma Holdings II LP","MS PB","Portfolio Hedge_Tactical","AAPL US 02/16/24 C195","AAPL US 02/16/24 C195 Equity","1/31/24","2/1/24","Sell","-14","1.40","1917.04","GS Options DMA","","-42.00","-0.40","-3.00","1/31/24 10:13:52 AM EST","1917","","","-42.40","-42.00","-0.40","","","","","0.00","","-42.00","","1.37","","","1917.04","1917.04","","","","","","","","","","","","","","","1","1","1","535450383","","","","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","1.3996","1400","Allocated","","","-3","Commission (Per Share)","CommissionAutoCalc","3","","","","","","","","","","","","","Unknown","Unknown","","-42","-3","Commission (Per Share)","","","","","","","","273000","1959.44","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:13:42 AM EST","","S","Sell","1959.44","Regular Trade","","","","","","","3/13/24","0","14","","0","-0.02","","","","","","","","","","",""
"535462176","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","Portfolio Hedge_Tactical","APPLE ORD","AAPL US Equity","1/31/24","2/2/24","Buy to Cover","723","185.16","-133874.87","Virtu Equity Algo","","-3.62","","-0.01","1/31/24 10:27:00 AM EST","133875","","","-3.62","-3.62","","","","","","0.00","","-3.62","","185.17","","","-133874.87","-133874.87","","","","","","","","","","","","","","","1","1","1","535462175","USD","MS - United States - Dummy","16007","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","185.1608","723","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-3.615","-0.5","Commission (Cents Per Share)","","","","","","","","133871.26","-133871.26","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:26:45 AM EST","","BC","BuyToCover","-133871.26","Regular Trade","","","","","","","3/13/24","0","723","","0","","","","","","","","","","","",""
"535462177","FALSE","Alternative Fund Gamma Holdings II LP","MS PB","Portfolio Hedge_Tactical","APPLE ORD","AAPL US Equity","1/31/24","2/2/24","Buy to Cover","277","185.16","-51290.93","Virtu Equity Algo","","-1.39","","-0.01","1/31/24 10:27:00 AM EST","51291","","","-1.39","-1.39","","","","","","0.00","","-1.39","","185.17","","","-51290.93","-51290.93","","","","","","","","","","","","","","","1","1","1","535462175","USD","MS - United States - Dummy","16007","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","185.1608","277","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-1.385","-0.5","Commission (Cents Per Share)","","","","","","","","51289.54","-51289.54","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:26:45 AM EST","","BC","BuyToCover","-51289.54","Regular Trade","","","","","","","3/13/24","0","277","","0","","","","","","","","","","","",""
"535464750","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","Portfolio Hedge_Tactical","INVSC QQQ TRUST SRS 1 ETF","QQQ US Equity","1/31/24","2/2/24","Buy","361","419.03","-151270.19","Virtu Equity Algo","","-1.80","","-0.01","1/31/24 10:30:42 AM EST","151270","","","-1.80","-1.80","","","","","","0.00","","-1.80","","419.03","","","-151270.19","-151270.19","","","","","","","","","","","","","","","1","1","1","535464749","","","","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","419.026","361","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-1.805","-0.5","Commission (Cents Per Share)","","","","","","","","151268.39","-151268.39","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:30:42 AM EST","","B","Buy","-151268.39","Regular Trade","","","","","","","3/13/24","0","361","","0","","","","","","","","","","","",""
"535464751","FALSE","Alternative Fund Gamma Holdings II LP","MS PB","Portfolio Hedge_Tactical","INVSC QQQ TRUST SRS 1 ETF","QQQ US Equity","1/31/24","2/2/24","Buy","139","419.03","-58245.31","Virtu Equity Algo","","-0.69","","-0.01","1/31/24 10:30:42 AM EST","58245","","","-0.69","-0.69","","","","","","0.00","","-0.69","","419.03","","","-58245.31","-58245.31","","","","","","","","","","","","","","","1","1","1","535464749","","","","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","419.026","139","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-0.695","-0.5","Commission (Cents Per Share)","","","","","","","","58244.61","-58244.61","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:30:42 AM EST","","B","Buy","-58244.61","Regular Trade","","","","","","","3/13/24","0","139","","0","","","","","","","","","","","",""
"535465506","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","PCG_Marketed FO_Convert","SELECT SECTOR UTI SELECT SPDR ETF","XLU US Equity","1/31/24","2/2/24","Sell Short","-722","62.25","44940.10","Virtu Equity Algo","","-3.61","-0.36","-0.01","1/31/24 10:31:50 AM EST","44940","","","-3.97","-3.61","-0.36","","","","","0.00","","-3.61","","62.24","","","44940.10","44940.10","","","","","","","","","","","","","","","1","1","1","535465505","USD","MS - United States - Dummy","16007","","","","","","","","","","","Morgan Stanley","","TRUE","FALSE","[]","","0","FALSE","FALSE","62.2494","722","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-3.61","-0.5","Commission (Cents Per Share)","","","","","","","","44944.07","44944.07","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:31:50 AM EST","","SS","SellShort","44944.07","Regular Trade","","","","","","","3/13/24","0","722","","0","-0.36","","","","","","","","","","",""
"535465507","FALSE","Alternative Fund Gamma Holdings II LP","MS PB","PCG_Marketed FO_Convert","SELECT SECTOR UTI SELECT SPDR ETF","XLU US Equity","1/31/24","2/2/24","Sell Short","-278","62.25","17303.80","Virtu Equity Algo","","-1.39","-0.14","-0.01","1/31/24 10:31:50 AM EST","17304","","","-1.53","-1.39","-0.14","","","","","0.00","","-1.39","","62.24","","","17303.80","17303.80","","","","","","","","","","","","","","","1","1","1","535465505","USD","MS - United States - Dummy","16007","","","","","","","","","","","Morgan Stanley","","TRUE","FALSE","[]","","0","FALSE","FALSE","62.2494","278","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-1.39","-0.5","Commission (Cents Per Share)","","","","","","","","17305.33","17305.33","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:31:50 AM EST","","SS","SellShort","17305.33","Regular Trade","","","","","","","3/13/24","0","278","","0","-0.14","","","","","","","","","","",""
"535466387","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","DOO_Registered Block","POLARIS ORD","PII US Equity","1/31/24","2/2/24","Sell Short","-361","91.71","33105.78","Virtu Equity Algo","","-1.80","-0.27","-0.01","1/31/24 10:33:43 AM EST","33106","","","-2.08","-1.80","-0.27","","","","","0.00","","-1.80","","91.71","","","33105.78","33105.78","","","","","","","","","","","","","","","1","1","1","535466386","USD","MS - United States - Dummy","16007","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","91.7115","361","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-1.805","-0.5","Commission (Cents Per Share)","","","","","","","","33107.85","33107.85","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:33:43 AM EST","","SS","SellShort","33107.85","Regular Trade","","","","","","","3/13/24","0","361","","0","-0.27","","","","","","","","","","",""
"535466388","FALSE","Alternative Fund Gamma Holdings II LP","MS PB","DOO_Registered Block","POLARIS ORD","PII US Equity","1/31/24","2/2/24","Sell Short","-139","91.71","12747.09","Virtu Equity Algo","","-0.69","-0.11","-0.01","1/31/24 10:33:43 AM EST","12747","","","-0.80","-0.69","-0.11","","","","","0.00","","-0.69","","91.71","","","12747.09","12747.09","","","","","","","","","","","","","","","1","1","1","535466386","USD","MS - United States - Dummy","16007","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","91.7115","139","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-0.695","-0.5","Commission (Cents Per Share)","","","","","","","","12747.9","12747.90","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:33:43 AM EST","","SS","SellShort","12747.90","Regular Trade","","","","","","","3/13/24","0","139","","0","-0.11","","","","","","","","","","",""
"535486862","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","PCG_Marketed FO_Convert","SELECT SECTOR UTI SELECT SPDR ETF","XLU US Equity","1/31/24","2/2/24","Sell Short","-722","62.19","44897.21","Virtu Equity Algo","","-3.61","-0.36","-0.01","1/31/24 10:58:35 AM EST","44897","","","-3.97","-3.61","-0.36","","","","","0.00","","-3.61","","62.18","","","44897.21","44897.21","","","","","","","","","","","","","","","1","1","1","535486860","USD","MS - United States - Dummy","16007","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","62.19","722","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-3.61","-0.5","Commission (Cents Per Share)","","","","","","","","44901.18","44901.18","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:58:35 AM EST","","SS","SellShort","44901.18","Regular Trade","","","","","","","3/13/24","0","722","","0","-0.36","","","","","","","","","","",""
"535486863","FALSE","Alternative Fund Gamma Holdings II LP","MS PB","PCG_Marketed FO_Convert","SELECT SECTOR UTI SELECT SPDR ETF","XLU US Equity","1/31/24","2/2/24","Sell Short","-278","62.19","17287.29","Virtu Equity Algo","","-1.39","-0.14","-0.01","1/31/24 10:58:35 AM EST","17287","","","-1.53","-1.39","-0.14","","","","","0.00","","-1.39","","62.18","","","17287.29","17287.29","","","","","","","","","","","","","","","1","1","1","535486860","USD","MS - United States - Dummy","16007","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","62.19","278","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-1.39","-0.5","Commission (Cents Per Share)","","","","","","","","17288.82","17288.82","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 10:58:35 AM EST","","SS","SellShort","17288.82","Regular Trade","","","","","","","3/13/24","0","278","","0","-0.14","","","","","","","","","","",""
"535494473","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","SPR_ Marketed FO_Convert","SPIRIT AEROSYSTEMS HLDGS A ORD","SPR US Equity","1/31/24","2/2/24","Sell Short","-723","27.13","19609.91","Virtu Equity Algo","","-3.62","-0.16","-0.01","1/31/24 11:03:59 AM EST","19610","","","-3.78","-3.62","-0.16","","","","","0.00","","-3.62","","27.12","","","19609.91","19609.91","","","","","","","","","","","","","","","1","1","1","535494472","USD","MS - United States - Dummy","16007","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","27.1282","723","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-3.615","-0.5","Commission (Cents Per Share)","","","","","","","","19613.69","19613.69","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 11:03:58 AM EST","","SS","SellShort","19613.69","Regular Trade","","","","","","","3/13/24","0","723","","0","-0.16","","","","","","","","","","",""
"535494474","FALSE","Alternative Fund Gamma Holdings II LP","MS PB","SPR_ Marketed FO_Convert","SPIRIT AEROSYSTEMS HLDGS A ORD","SPR US Equity","1/31/24","2/2/24","Sell Short","-277","27.13","7513.06","Virtu Equity Algo","","-1.39","-0.07","-0.01","1/31/24 11:03:59 AM EST","7513","","","-1.46","-1.39","-0.07","","","","","0.00","","-1.39","","27.12","","","7513.06","7513.06","","","","","","","","","","","","","","","1","1","1","535494472","USD","MS - United States - Dummy","16007","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","27.1282","277","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-1.385","-0.5","Commission (Cents Per Share)","","","","","","","","7514.51","7514.51","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 11:03:58 AM EST","","SS","SellShort","7514.51","Regular Trade","","","","","","","3/13/24","0","277","","0","-0.07","","","","","","","","","","",""
"535495474","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","LVS_Overnight FO","CAESARS ENTERTAINMENT ORD","CZR US Equity","1/31/24","2/2/24","Sell Short","-722","45.13","32577.74","Virtu Equity Algo","","-3.61","-0.27","-0.01","1/31/24 11:05:17 AM EST","32578","","","-3.88","-3.61","-0.27","","","","","0.00","","-3.61","","45.12","","","32577.74","32577.74","","","","","","","","","","","","","","","1","1","1","535495473","USD","MS - United States - Dummy","16007","","","","","","","","","","","Morgan Stanley","","TRUE","FALSE","[]","","0","FALSE","FALSE","45.1269","722","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-3.61","-0.5","Commission (Cents Per Share)","","","","","","","","32581.62","32581.62","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 11:05:17 AM EST","","SS","SellShort","32581.62","Regular Trade","","","","","","","3/13/24","0","722","","0","-0.27","","","","","","","","","","",""
"535495475","FALSE","Alternative Fund Gamma Holdings II LP","MS PB","LVS_Overnight FO","CAESARS ENTERTAINMENT ORD","CZR US Equity","1/31/24","2/2/24","Sell Short","-278","45.13","12543.78","Virtu Equity Algo","","-1.39","-0.11","-0.01","1/31/24 11:05:17 AM EST","12544","","","-1.50","-1.39","-0.11","","","","","0.00","","-1.39","","45.12","","","12543.78","12543.78","","","","","","","","","","","","","","","1","1","1","535495473","USD","MS - United States - Dummy","16007","","","","","","","","","","","Morgan Stanley","","TRUE","FALSE","[]","","0","FALSE","FALSE","45.1269","278","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-1.39","-0.5","Commission (Cents Per Share)","","","","","","","","12545.28","12545.28","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 11:05:17 AM EST","","SS","SellShort","12545.28","Regular Trade","","","","","","","3/13/24","0","278","","0","-0.11","","","","","","","","","","",""
"535495998","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","LVS_Overnight FO","CAESARS ENTERTAINMENT ORD","CZR US Equity","1/31/24","2/2/24","Sell Short","-723","45.14","32629.95","Virtu Equity Algo","","-3.62","-0.27","-0.01","1/31/24 11:07:04 AM EST","32630","","","-3.89","-3.62","-0.27","","","","","0.00","","-3.62","","45.13","","","32629.95","32629.95","","","","","","","","","","","","","","","1","1","1","535495997","USD","MS - United States - Dummy","16007","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","45.1367","723","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-3.615","-0.5","Commission (Cents Per Share)","","","","","","","","32633.83","32633.83","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 11:06:36 AM EST","","SS","SellShort","32633.83","Regular Trade","","","","","","","3/13/24","0","723","","0","-0.27","","","","","","","","","","",""
"535495999","FALSE","Alternative Fund Gamma Holdings II LP","MS PB","LVS_Overnight FO","CAESARS ENTERTAINMENT ORD","CZR US Equity","1/31/24","2/2/24","Sell Short","-277","45.14","12501.37","Virtu Equity Algo","","-1.39","-0.11","-0.01","1/31/24 11:07:04 AM EST","12501","","","-1.50","-1.39","-0.11","","","","","0.00","","-1.39","","45.13","","","12501.37","12501.37","","","","","","","","","","","","","","","1","1","1","535495997","USD","MS - United States - Dummy","16007","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","45.1367","277","Allocated","","","-0.5","Commission (Cents Per Share)","CommissionAutoCalc","0.005","","","","","","","","","","","","","Unknown","Unknown","","-1.385","-0.5","Commission (Cents Per Share)","","","","","","","","12502.87","12502.87","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 11:06:36 AM EST","","SS","SellShort","12502.87","Regular Trade","","","","","","","3/13/24","0","277","","0","-0.11","","","","","","","","","","",""
"535497131","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","Portfolio Hedge_Tactical","QQQ US 02/02/24 P422","QQQ US 02/02/24 P422 Equity","1/31/24","2/1/24","Sell","-14","4.84","6737.76","Piper Options HT","","-42.00","-0.44","-3.00","1/31/24 11:09:54 AM EST","6738","","","-42.44","-42.00","-0.44","","","","","0.00","","-42.00","","4.81","","","6737.76","6737.76","","","","","","","","","","","","","","","1","1","1","535497129","","","","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","4.843","1400","Allocated","","","-3","Commission (Per Share)","CommissionAutoCalc","3","","","","","","","","","","","","","Unknown","Unknown","","-42","-3","Commission (Per Share)","","","","","","","","590800","6780.20","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 11:09:49 AM EST","","S","Sell","6780.20","Regular Trade","","","","","","","3/13/24","0","14","","0","-0.06","","","","","","","","","","",""
"535497132","FALSE","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","MS PB","Portfolio Hedge_Tactical","QQQ US 02/02/24 P415","QQQ US 02/02/24 P415 Equity","1/31/24","2/1/24","Buy","29","1.66","-4906.13","Piper Options HT","","-87.00","-0.78","-3.00","1/31/24 11:09:54 AM EST","4906","","","-87.78","-87.00","-0.78","","","","","0.00","","-87.00","","1.69","","","-4906.13","-4906.13","","","","","","","","","","","","","","","1","1","1","535497130","","","","","","","","","","","","","","","","TRUE","FALSE","[]","","0","FALSE","FALSE","1.6615","2900","Allocated","","","-3","Commission (Per Share)","CommissionAutoCalc","3","","","","","","","","","","","","","Unknown","Unknown","","-87","-3","Commission (Per Share)","","","","","","","","1203500","-4818.35","diamant@Alternative Fundcap.com","","","","","","","","","","","","USD","1/31/24 11:09:49 AM EST","","B","Buy","-4818.35","Regular Trade","","","","","","","3/13/24","0","29","","0","","","","","","","","","","","",""
