"DEAL","TAG","POSITION_SC_DATE_ADJUSTED","FUND_NAME","STRATEGY","SUB_STRATEGY","ACTIVE_HEDGE","BOOK_NAME","CASH_BALANCE","GL_NAV_FOR_BOOK","GL_NAV","DAILY_PNL","MTD_PNL","YTD_PNL","ITD_PNL"
"N/A","SRT","1/31/2024","Alternative Fund Alpha I Co-Invest Fund LP","Asset-Based Capital Solutions","SRT","Active","Alpha_Active","","319329102.37","319329102.37","68453.72","3704078.72","3704078.72","4229102.37"
"N/A","N/A","1/31/2024","Alternative Fund Alpha I Co-Invest Fund LP","","","","","","","319329102.37","0.00","0.00","0.00","0.00"
"N/A","N/A","1/31/2024","Alternative Fund Alpha II Co-Invest Fund LP","","","","","","","136911524.73","0.00","0.00","0.00","0.00"
"N/A","SRT","1/31/2024","Alternative Fund Alpha II Co-Invest Fund LP","Asset-Based Capital Solutions","SRT","Active","Alpha_Active","","136911524.73","136911524.73","26202.58","1584327.58","1584327.58","1811524.73"
"N/A","N/A","1/31/2024","Alternative Fund Beta Opt-In Co-Invest Fund LP","","","","","","","111630099.97","0.00","0.00","0.00","0.00"
"N/A","Cash","1/31/2024","Alternative Fund Beta Opt-In Co-Invest Fund LP","Operating ","Cash","Missing Active Hedge","Cash","0.00","","111630099.97","0.00","0.00","0.00","0.00"
"N/A","Cash","1/31/2024","Alternative Fund Beta Opt-In Co-Invest Fund LP","Operating ","Cash","Missing Active Hedge","Expenses","-65497.06","-37282.93","111630099.97","-12309.65","-12554.65","-12554.65","-37282.93"
"N/A","Convertible Inv.","1/31/2024","Alternative Fund Beta Opt-In Co-Invest Fund LP","Other","Convertible Investment Agreement","Active","CIA-LCM","114160.00","10114160.00","111630099.97","0.00","0.00","0.00","0.00"
"N/A","Cash","1/31/2024","Alternative Fund Beta Opt-In Co-Invest Fund LP","Operating ","Cash","Missing Active Hedge","Financing","67930.41","67950.90","111630099.97","40.73","635.24","635.24","67950.90"
"N/A","SRT","1/31/2024","Alternative Fund Beta Opt-In Co-Invest Fund LP","Asset-Based Capital Solutions","SRT","Active","Alpha_Active","143126.00","101485272.00","111630099.97","1175524.70","1175524.70","1175524.70","1342146.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","CAVA_Unregistered Block 2","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","SRGY_Registered Block","-2718.27","-2718.27","90233793.71","0.00","3194.59","3194.59","-2718.27"
"ECM","Financing","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings I Fund LP","Capital Market Solutions","Financing","Missing Active Hedge","Financing","-433304.15","5931.32","732012.49","2156.15","2156.15","2156.15","5931.32"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings I Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","MNR_IPO","-412141.69","-59261.44","732012.49","1380.75","26349.73","26349.73","-59261.44"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings I Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","DKL_Overnight FO","","","732012.49","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","RVNC_Registered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Desk Block","Missing Active Hedge","VICI_Desk Block","-2105.14","-2105.14","90233793.71","0.00","0.00","0.00","-2105.14"
"ECM","Financing","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings I Fund LP","Capital Market Solutions","Financing","Missing Active Hedge","Capital","1029323.65","1029323.65","732012.49","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","BROS_Registered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","BECN_Registered Block","2716.13","2716.13","90233793.71","0.00","2716.13","2716.13","2716.13"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","UTI_Unregistered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Financing","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings I Fund LP","Capital Market Solutions","Financing","Missing Active Hedge","ECM","","-516.29","732012.49","0.00","0.00","0.00","-516.29"
"ECM","Financing","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings I Fund LP","Capital Market Solutions","Financing","Missing Active Hedge","Expenses","-181.01","-114.18","732012.49","-114.18","-114.18","-114.18","-114.18"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","WB_Overnight FO_ Convert","-215722.20","-14169.51","90233793.71","832.89","-29336.31","-29336.31","-14169.51"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","HRTG_Overnight FO","-97377.28","-14250.55","90233793.71","-1285.32","-2000.91","-2000.91","-14250.55"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","AGYS_Registered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","ALGM_Unregistered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","BARC_Registered Block","-15236.03","-14997.34","90233793.71","-5.62","-7264.15","-7264.15","-14997.34"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","OWL_Unregistered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","TPG_Registered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Financing","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Financing","Missing Active Hedge","Expenses","-14160.87","-43595.26","90233793.71","-8356.87","-8356.87","-8356.87","-43595.26"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","SWTX_Overnight FO","9931.76","9931.76","90233793.71","0.00","0.00","0.00","9931.76"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","CGON_IPO","36950.55","36950.55","90233793.71","0.00","36950.55","36950.55","36950.55"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","SEAT_Marketed FO","-308715.74","-30261.14","90233793.71","-5487.38","-28888.51","-28888.51","-30261.14"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","DRS_Overnight FO","8632.50","8632.50","90233793.71","0.00","0.00","0.00","8632.50"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","CNM_Registered Block 4","-148553.76","657.96","90233793.71","-3323.04","657.96","657.96","657.96"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","ASTS_Overnight FO","7807.20","7807.20","90233793.71","0.00","7807.20","7807.20","7807.20"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","NXT_Unregistered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","DNB_Unregistered Block","3142.30","3142.30","90233793.71","0.00","0.00","0.00","3142.30"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","SGRO LN_Overnight FO","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","PRME_Overnight FO","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","GEHC_Registered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","SPHR_Marketed FO_Convert","-271854.03","108133.80","90233793.71","2862.86","2922.93","2922.93","108133.80"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","KSPI_IPO","847.48","847.48","90233793.71","0.00","847.48","847.48","847.48"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","DELL_Registered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","AS_IPO","","-8.52","90233793.71","-8.52","-8.52","-8.52","-8.52"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Desk Block","Missing Active Hedge","BRDG_Desk Block","4592.36","4592.36","90233793.71","0.00","0.00","0.00","4592.36"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","REVG_Marketed FO","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","SMCI_Overnight FO","10201.11","10201.11","90233793.71","0.00","0.00","0.00","10201.11"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","CWAN_Registered Block 2","17407.97","17407.97","90233793.71","562.35","-5745.98","-5745.98","17407.97"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","WGO_Marketed FO_Convert","-109284.18","5326.58","90233793.71","-7.95","5326.58","5326.58","5326.58"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","CCCS_Registered Block","649.84","649.84","90233793.71","0.00","649.84","649.84","649.84"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","OVV_Unregistered Block","-5453.66","-4972.90","90233793.71","10.05","-4972.90","-4972.90","-4972.90"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","VERV_Overnight FO","8388.27","8388.27","90233793.71","0.00","0.00","0.00","8388.27"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","DOO_Registered Block","-240335.66","-11684.41","90233793.71","-8161.10","-11684.41","-11684.41","-11684.41"
"ECM","Financing","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Financing","Missing Active Hedge","ECM","","-9885.84","90233793.71","0.00","0.00","0.00","-9885.84"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","CRDO_Overnight FO","506.25","506.25","90233793.71","0.00","0.00","0.00","506.25"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","SN_Marketed FO","5286.52","5286.52","90233793.71","0.00","0.00","0.00","5286.52"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","FLNC_Registered Block","-67926.13","-8543.42","90233793.71","-504.43","-21747.61","-21747.61","-8543.42"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","EVH_Marketed FO_Convert","6250.00","6250.00","90233793.71","0.00","0.00","0.00","6250.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","LVS_Overnight FO","-18223.35","64755.98","90233793.71","-922.44","787.56","787.56","64755.98"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","SRE_Overnight FO","4471.06","4471.06","90233793.71","0.00","0.00","0.00","4471.06"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","BATRK_Registered Block","4693.48","4693.48","90233793.71","0.00","0.00","0.00","4693.48"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","ALIT_Unregistered Block","1281.95","1281.95","90233793.71","0.00","1281.95","1281.95","1281.95"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","TRMD_Unregistered Block","-32116.28","-32116.28","90233793.71","0.00","0.00","0.00","-32116.28"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","MYGN_Overnight FO","-2721.92","-2721.92","90233793.71","0.00","0.00","0.00","-2721.92"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","CCCS_Overnight FO","12858.87","12858.87","90233793.71","0.00","5974.02","5974.02","12858.87"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","CPRX_Overnight FO","3261.46","3261.46","90233793.71","0.00","3261.46","3261.46","3261.46"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","SDHC_IPO","56047.24","56123.46","90233793.71","0.00","56123.46","56123.46","56123.46"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","AIA GA_IPO","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","ICUI_Unregistered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","FM CN_Registered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Desk Block","Missing Active Hedge","MSGE_Desk Block","-67568.42","-67568.42","90233793.71","0.00","0.00","0.00","-67568.42"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Desk Block","Missing Active Hedge","FIS_Desk Block","-451.14","-451.14","90233793.71","0.00","0.00","0.00","-451.14"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","LBPH_Marked FO","1163.00","1163.00","90233793.71","0.00","1163.00","1163.00","1163.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","CNM_Registered Block 2","924.56","924.56","90233793.71","0.00","0.00","0.00","924.56"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","VERA_Marketed FO","5970.05","5970.05","90233793.71","0.00","5970.05","5970.05","5970.05"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","IDA_Registered Block","574.62","574.62","90233793.71","0.00","0.00","0.00","574.62"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","AER_Overnight FO","3516.68","3516.68","90233793.71","0.00","0.00","0.00","3516.68"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","RWAY_Overnight FO","-692.02","-692.02","90233793.71","0.00","0.00","0.00","-692.02"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","RIVN_Marketed FO_Debt","-40000.00","-40000.00","90233793.71","0.00","0.00","0.00","-40000.00"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","TBBB_IPO","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","IAS_Registered Block","-86573.81","-8631.47","90233793.71","-6401.59","8746.60","8746.60","-8631.47"
"ECM","Tactical Trades","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Missing Active Hedge","Portfolio Hedge_Tactical","-2221443.69","-300543.91","90233793.71","44055.12","-3400.25","-3400.25","-300543.91"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","CAVA_Unregistered Block","2673.53","2673.53","90233793.71","0.00","0.00","0.00","2673.53"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","ASLE_Registered Block","5191.94","5191.94","90233793.71","0.00","0.00","0.00","5191.94"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","MGX_IPO","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","ENOV_Overnight FO_Debt","24150.33","24150.33","90233793.71","0.00","0.00","0.00","24150.33"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","ARQT_Overnight FO","-7095.76","-7095.76","90233793.71","0.00","0.00","0.00","-7095.76"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","LTMC IM_Registered Block","-74339.73","9550.04","90233793.71","-250.26","9550.04","9550.04","9550.04"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","SNX_Registered Block","-1042263.99","30053.71","90233793.71","5433.00","27117.91","27117.91","30053.71"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","VERX_Unregistered Block","6752.44","6752.44","90233793.71","0.00","0.00","0.00","6752.44"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","RARE_Marketed FO","47104.09","47104.09","90233793.71","0.00","0.00","0.00","47104.09"
"ECM","Tactical Trades","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Missing Active Hedge","CART_Tactical","-1043697.84","-72143.14","90233793.71","0.00","0.00","0.00","-72143.14"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","PYCR_Registered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","OVV_Registered Block","-7215.47","-7215.47","90233793.71","0.00","0.00","0.00","-7215.47"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","WVE_Overnight FO","7234.13","7234.13","90233793.71","0.00","1666.41","1666.41","7234.13"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","KNF_Marketed FO","14629.70","14629.70","90233793.71","0.00","0.00","0.00","14629.70"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","ABSI_Overnight FO","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","CLDX_Overnight FO","9381.93","9381.93","90233793.71","0.00","0.00","0.00","9381.93"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","ALIT_Unregistered Block 3","7669.68","7669.68","90233793.71","0.00","7669.68","7669.68","7669.68"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","CCCS_Registered Block 2","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Financing","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Financing","Missing Active Hedge","Capital","41371976.35","41371976.35","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","RKLB_Marketed FO_Convert","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","GUTS_IPO","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","ARM_IPO","1444859.08","1444859.08","90233793.71","0.00","0.00","0.00","1444859.08"
"ECM","Tactical Trades","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Tactical Trades","Missing Active Hedge","ARM_Tactical","37701.34","37701.34","90233793.71","0.00","0.00","0.00","37701.34"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","KDP_Registered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","IPO","Missing Active Hedge","CART_IPO","109082.22","109082.22","90233793.71","0.00","0.00","0.00","109082.22"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","WBD_Unregistered Block","-492.75","-492.75","90233793.71","0.00","0.00","0.00","-492.75"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Registered Block","Missing Active Hedge","CRBG_Registered Block","10509.50","10509.50","90233793.71","0.00","0.00","0.00","10509.50"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","GPN_Marketed FO_Convert","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","TALO_Overnight FO","5587.03","5587.03","90233793.71","0.00","5587.03","5587.03","5587.03"
"ECM","Block","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","ARES_Unregistered Block","","","90233793.71","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","UBER_Marketed FO_Convert","-349251.79","38060.58","90233793.71","1237.74","-7991.55","-7991.55","38060.58"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","VRDN_Overnight FO","-1731.47","-1731.47","90233793.71","0.00","-1731.47","-1731.47","-1731.47"
"ECM","Follow-On","1/31/2024","Alternative Fund Opportunistic Alternative Solutions Holdings II Fund LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","INTR_Marketed FO","982.64","982.64","90233793.71","0.00","982.64","982.64","982.64"
